OBJECTID,UCS,UCS_F,UCS_TIPO,DEPARTAMENTO,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGIA,CARACTERISTICAS,PERFILES,AREA_ha,SHAPE_Leng,NUM_SUELOS,SUELO1,SUELO2,SUELO3,SUELO4,SUELO5,SUELO6,PORC1,PORC2,PORC3,PORC4,PORC5,PORC6
254,LVD,LVDc,Asociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Moderadamente profundos y profundos, limitados por gravillas y corazas petroferricas; bien drenados, con texturas medias a finas; saturacion de aluminio alta a muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV;39; GV-67; GV-27; GV-11; GV-13; GV-81; GV-47; GV-48; G-01; G-09; G-08; G-06; GV-54,1712231364,2303511868,5,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Hapludox,Fluventic_Dystrudepts,Typic_Durudepts,NA,30,30,20,10,10,NA
255,LVD,LVDc,Asociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Moderadamente profundos y profundos, limitados por gravillas y corazas petroferricas; bien drenados, con texturas medias a finas; saturacion de aluminio alta a muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV;39; GV-67; GV-27; GV-11; GV-13; GV-81; GV-47; GV-48; G-01; G-09; G-08; G-06; GV-54,2949511192,3948674966,5,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Hapludox,Fluventic_Dystrudepts,Typic_Durudepts,NA,30,30,20,10,10,NA
256,LVF,LVFe2,Asociacion,Guaviare,Lomerio_erosional,Calido_humedo,Colinas,Rocas_igneas_(sienita_nefelinica),"Profundos y moderadamente profundos; bien drenados; texturas medias a finas; saturacion de aluminio de baja a muy alta; reaccion extremadamente acida, algunos ligeramente alcalinos. Fertilidad natural moderada a baja",G-02; GV-30,2998035801,2835152818,3,Dystric_Eutrudepts,Typic_Hapludox,Lithic_Udorthents,NA,NA,NA,50,35,15,NA,NA,NA
257,LVD,LVDc,Asociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Moderadamente profundos y profundos, limitados por gravillas y corazas petroferricas; bien drenados, con texturas medias a finas; saturacion de aluminio alta a muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV;39; GV-67; GV-27; GV-11; GV-13; GV-81; GV-47; GV-48; G-01; G-09; G-08; G-06; GV-54,6223823998,1493555944,5,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Hapludox,Fluventic_Dystrudepts,Typic_Durudepts,NA,30,30,20,10,10,NA
258,LVC,LVCb,Complejo,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, bien drenados, con texturas finas y medias; saturacion de aluminio muy alta; reaccion extremadamente acida. La fertilidad natural es muy baja",GV-07; GV-60; GV-61; G-05; G-30; G-32; IN-12; GV-34;GV-57;G-25; GV-12; GV-03;GV-64; G-11; G-33; G-36; GV-01; GV-31; GV-80,6708565052,1478555868,6,Oxic_Dystrudepts,Typic_Hapludox,Typic_Dystrudepts,Inceptic_Hapludox,Typic_Udorthents,Typic_Kandiudults,30,30,20,10,5,5
259,LVD,LVDc,Asociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Moderadamente profundos y profundos, limitados por gravillas y corazas petroferricas; bien drenados, con texturas medias a finas; saturacion de aluminio alta a muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV;39; GV-67; GV-27; GV-11; GV-13; GV-81; GV-47; GV-48; G-01; G-09; G-08; G-06; GV-54,1336568131,2260983016,5,Oxic_Dystrudepts,Typic_Dystrudepts,Typic_Hapludox,Fluventic_Dystrudepts,Typic_Durudepts,NA,30,30,20,10,10,NA
260,LVH,LVHai,Grupo_Indiferenciado,Guaviare,Lomerio_erosional,Calido_humedo,Valles_estrechos_con_influencia_coluvioaluvial,Sedimentos_finos_y_medios_desaturados,"Profundos y superficiales, limitados por nivel freatico; bien y pobremente drenados; texturas finas y medias; saturacion de aluminio muy alta; reaccion muy fuerte a extremadamente acidos. Fertilidad natural baja",GV-52; GV-82; GV-66; GV-83; G-34; G-31; GV-18; GV-71; GV-26,469850649,2389057688,6,Fluventic_Dystrudepts,Oxic_Dystrudepts,Fluvaquentic_Endoaquepts,Typic_Fluvaquents,Typic_Hapludox,Typic_Endoaquerts,25,25,20,20,5,5
261,LVB,LVBa,Consociacion,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, bien drenados, texturas finas a muy finas; saturacion de aluminio muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV-46; GV-17; GV-20; GV-43; GV-90; GV-19; GV-21; GV-45; GV-89; GV-44; GV-02; UN-14; PR-63,6400914365,8848791454,5,Typic_Acrudox,Typic_Hapludox,Anionic_Acrudox,Oxic_Dystrudepts,Plinthic_Petraquepts,NA,60,20,10,5,5,NA
262,VVB,VVBa,Consociacion,Guaviare,Valle,Calido_humedo,Terrazas,"Sedimentos_aluviales_muy_evolucionados,_constituidos_por_arenas_cuarzosas_y_arcillas_caoliniticas","Profundos; texturas moderadamente gruesas a finas; bien drenados, algunos con ocasionales inundaciones y/o encharcamientos; muy alta saturacion de aluminio; reaccion muy fuertemente acida. Fertilidad natural baja",GV-10;GV-72; GV-08;GV-53; GV-55; G-10,3309664886,8911522555,4,Typic_Hapludox,Oxic_Dystrudepts,Typic_Dystrudepts,Plinthic_Kandiudults,NA,NA,50,25,20,5,NA,NA
263,LVB,LVBb,Consociacion,Guaviare,Lomerio_estructural,Calido_humedo,Ondulaciones_(superficies_planas_y_planos_inclinados),Arcillolitas_y_limolitas_del_Terciario_con_presencia_localizada_de_corazas_y_gravillas_petroferricas,"Profundos, bien drenados, texturas finas a muy finas; saturacion de aluminio muy alta, reaccion muy fuertemente acida. Fertilidad natural muy baja",GV-46; GV-17; GV-20; GV-43; GV-90; GV-19; GV-21; GV-45; GV-89; GV-44; GV-02; UN-14; PR-63,4320059018,7192880535,5,Typic_Acrudox,Typic_Hapludox,Anionic_Acrudox,Oxic_Dystrudepts,Plinthic_Petraquepts,NA,60,20,10,5,5,NA
264,VVB,VVBa,Consociacion,Guaviare,Valle,Calido_humedo,Terrazas,"Sedimentos_aluviales_muy_evolucionados,_constituidos_por_arenas_cuarzosas_y_arcillas_caoliniticas","Profundos; texturas moderadamente gruesas a finas; bien drenados, algunos con ocasionales inundaciones y/o encharcamientos; muy alta saturacion de aluminio; reaccion muy fuertemente acida. Fertilidad natural baja",GV-10;GV-72; GV-08;GV-53; GV-55; G-10,2277223241,3826878302,4,Typic_Hapludox,Oxic_Dystrudepts,Typic_Dystrudepts,Plinthic_Kandiudults,NA,NA,50,25,20,5,NA,NA
265,LVE,LVEd1,Consociacion,Guaviare,Lomerio_estructural,Calido_humedo,Lomas,Arcillolitas_del_Terciario,"Profundos, bien drenados; texturas finas y muy finas; saturacion de aluminio alta a muy alta; reaccion muy fuertemente a extremadamente acida. Fertilidad natural baja",GV-04; GV-05,1128652616,3564725694,1,Typic_Dystrudepts,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
